user_id, title, author, publisher, isbn, language, no_of_exchanges, rating
65u5qPMAsnkpqjXqXmpn3H,A Law Dictionary Containing Definitions of the Terms and Phrases of American and English Jurisprudence| Ancient and Modern ...,Henry Campbell Black,The Lawbook Exchange| Ltd.,9781886363106,English,4,4.1
Q3VS8vN7jW4sH9CsQBegg3,The Least You Should Know about English: Writing Skills| Form B: Edition 11,Paige Wilson,Cengage Learning,9781133713630,English,7,5.0
WR3393ribBgwRsARD5ZcCi,An Introduction to English Grammar: Edition 4,Gerald Nelson,Routledge,9781317518587,English,6,4.4
CJ4LwjDzRm8aqXaStk4qcv,Reading| Thinking| and Writing About History: Teaching Argument Writing to Diverse Learners in the Common Core Classroom| Grades 6-12,Chauncey Monte-Sano,Teachers College Press,9780807772874,English,0,0
GEpq2KWX6WKNov6gtkkSVB,The Least You Should Know About English: Writing Skills: Edition 12,Paige Wilson,Cengage Learning,9781305156227,English,8,0
AVv4RB4N3Euq3SEKbzKtug,A Concise Guide to Technical Communication,Heather Graves,Broadview Press,9781770487604,English,6,0
cc8s6tJdwTMNprWZqKgXKP,Writing for Science Students,Jennifer Boyle,Macmillan International Higher Education,9781137571526,English,2,0
QjwiG96PBBtX4iD5cgG7Y4,Band 9 - IELTS Writing Task 2 - Real Tests,Nathan Dixon,Nathan Dixon,Flowing text, Google-generated PDF,Education / Bilingual Education,3,4.2
kijM55KpVzANtTmwSxmwqg,Academic Writing and Grammar for Students: Edition 2,Alex Osmond,SAGE,9781473947177,English,5,5.0
aixgsoYiSuaRGLtevWmiym,Integrated Korean: Intermediate 1| Third Edition,Young-mee Cho,University of Hawaii Press,9780824889470,English,5,0
4MHSJPkHTTNM67abk5WSsH,The Chinese Written Character as a Medium for Poetry: A Critical Edition,Ernest Fenollosa,Fordham Univ Press,9780823228706,English,5,5.0
Pt6Nc9xPbQnypa7q7gpxw2,Academic Writing: A Handbook for International Students| Edition 5,Stephen Bailey,Routledge,9781351690577,English,9,0
azaZyNMWEuqwnsqjr6bq8v,The Meaning of Mariah Carey,Mariah Carey,Andy Cohen Books,9781250164698,English,7,4.8
3VvUcXKkkNAJAAfwzY8RxB,Digital SLR Cameras & Photography For Dummies: Edition 5,David D. Busch,John Wiley & Sons,9781118971833,English,9,4.2
WRdyj4LoyGvxjHNFr6mA99,The Object-Oriented Thought Process: Edition 3,Matt Weisfeld,Pearson Education,9780132704687,English,6,4.3
hmq3aJibTNFw5mqfwwFnvj,Hildegard von Bingen's Physica: The Complete English Translation of Her Classic Work on Health and Healing,,Simon and Schuster,9781594777752,English,5,5.0
jcRnPgfyKm27bgdk7fUuuV,The best preparation for IELTS: Writing academic module band 9,Ryan Wright,Ryan Wright,Flowing text, Google-generated PDF,Education / Bilingual Education,0,4.8
cUrcLwF4n2xWGGQ6rZGFTZ,CSET English Subtests I-IV Book + Online: Edition 3,John Allen,Research & Education Assoc.,9780738687445,English,6,0
MK3FF67G6tFAJvJZRE9yVi,Medieval Writers and their Work: Middle English Literature 1100-1500| Edition 2,J. A. Burrow,OUP Oxford,9780191538544,English,6,0
AY3zBhVAe3ZmrrZm2Sq8d2,"Wide Sargasso Sea" by Jean Rhys as a postcolonial response to "Jane Eyre" by Charlotte Bronte,Malgorzata Swietlik,GRIN Verlag,9783640896264,English,8,1.3
b2hph5piwqU4xHkKbW4aEY,Jazz Composition: Theory and Practice,Ted Pease,Hal Leonard Corporation,9781476866857,English,5,3.7
user_id, title, author, publisher, isbn, language, no_of_exchanges, rating
L5e9Jcriiq3K554vvRNngG,And Then There Were None,Agatha Christie,HarperCollins UK,9780007422135,English,1,4.6
CPjJUxFBf8DjNjCqTRbH2U,The Richest Man in Babylon: The most inspiring book on wealth ever written,George S. Clason,GENERAL PRESS,9789387669383,English,9,4.6
FitRYFDgbEkriWAbT54ZPT,The Complete Sherlock Holmes,Arthur Conan Doyle,Top Five Books LLC,9781938938160,English,2,4.6
Mxz9zjK69b26ycMTS6qo8y,Dune,Frank Herbert,Penguin,9781101658055,English,6,4.7
FhR4ea4av2DZhCuikq5WFQ,The Lord of the Rings: The classic fantasy masterpiece,J. R. R. Tolkien,HarperCollins UK,9780007322596,English,6,4.6
GDvrPPDEZXByRoAaDRdXVs,The Godfather: The classic bestseller that inspired the legendary film,Mario Puzo,Random House,9781448106899,English,0,4.8
4zAJ6AcXYBQadJoVYkg3or,The Fountainhead,Ayn Rand,Penguin,9781101137185,English,3,4.3
j6TyLUujnf2Mox45QpEL7p,Animal Farm,George Orwell,Penguin UK,9780141905914,English,4,4.5
mqPvxYT5g5sqBv9rQM5ELk,The Handmaid's Tale,Margaret Atwood,Random House,9781446485477,English,3,4.3
hWWDZ5mCdknuKTtvvX4a3e,War and Peace,Leo Tolstoy,Penguin,9781101003831,English,1,4.6
ckggtTNMYzwyWhXB8m2vYw,Pet Sematary: Kingâ€™s #1 bestseller â€“ soon to be a major motion picture,Stephen King,Hachette UK,9781848940857,English,0,4.5
jbWKU5CF29k48gvho9RLAj,Flowers For Algernon,Daniel Keyes,Hachette UK,9780575088498,English,5,4.8
oPC6o736xyekdFSLkDDzNp,The Song of Achilles: A Novel,Madeline Miller,Harper Collins,9780062060631,English,2,4.5
a7hqXJKxRKvypMwrX277Et,Catch-22,Joseph Heller,Random House,9781446424049,English,1,4.4
h2XC9RgwYA8ufYT5kZ2qqP,Siddhartha,Herman Hesse,Simon and Schuster,9781627936408,English,3,4.6
isJ6Mk4u9qgxNkGfWNFEMP,The Remains of the Day,Kazuo Ishiguro,Faber & Faber,9780571249350,English,3,4.4
BNxEpQ7ie8FV4zKquWudVJ,Shogun,James Clavell,Hachette UK,9781848943124,English,8,4.7
UrYGELxiQPuRtdckY8iokY,Mere Christianity,C. S. Lewis,HarperCollins UK,9780007332243,English,2,4.7
eJXZXoBjFNhbt4iYzb5XSP,Old Man and the Sea,Ernest Hemingway,Simon and Schuster,9781476770185,English,1,4.6
Wru4Xkv24rftWgUyZBJMDt,Sherlock Holmes: The Complete Novels and Stories: Volumes I and II,Sir Arthur Conan Doyle,Bantam Classics,9780553897449,English,3,4.3
CtvRJarK7Csqu7VxuxvWFG,The Complete Charles Dickens Collection,Charles Dickens,eBookIt.com,9781456618353,English,5,4.5
d7ycQoWyzV3QHZ4dWu5ajQ,Rebecca,Daphne Du Maurier,Hachette UK,9781405513463,English,8,4.2
THmPm5Qwfk8tZ6T3cTkQ4M,The Little Prince,Antoine de Saint-Exupéry,Pelekanos Books,9789604009473,English,2,4.7
Z6f4EMuq78Zkfxaey6qoR5,Gone with the Wind,Margaret Mitchell,Simon and Schuster,9781416573463,English,9,4.5
dX5Q3XEhs7Anjkd3TtVt83,Crime and Punishment (The Unabridged Garnett Translation),Fyodor Dostoevsky,e-artnow,9788074849541,English,7,4.6
7YGuBC6cJmsagjHwy7x9Wr,Foundation,Isaac Asimov,HarperCollins UK,9780007381128,English,2,4.6
SeQKdHWc55Cq6gPK2ajmwN,The Color Purple: The classic| Pulitzer Prize-winning novel,Alice Walker,Hachette UK,9781409139263,English,3,4.6
LucwFdezdaoSiST8Saawdb,The Picture of Dorian Gray,Oscar Wilde,Simon and Schuster,9781476788128,English,3,4.4
J3Bb5g9gtwM8y75ZSs6YvZ,The Last Kingdom Series Books 1-6: The gripping| bestselling historical fiction series (The Last Kingdom Series),Bernard Cornwell,HarperCollins UK,9780007511464,English,1,4.7
WyxdYuz2askXyzSjJWvbsM,The Grapes of Wrath,John Steinbeck,Penguin UK,9780141915036,English,7,4.4
cznxovtan8GScJ9ZYD4ASt,Fahrenheit 451,Ray Bradbury,HarperCollins UK,9780007496969,English,3,4.1
2FHXVenwyudjxQxXcf8rYu,Flowers In The Attic,V.C. Andrews,Simon and Schuster,9781451636949,English,9,4.5
mQGRUpXnUvZQbtTMkQuRQZ,The Outsider,Albert Camus,Penguin UK,9780141904252,English,2,4.5
MXMU5Z2fhYL4o3NHvn4pjy,H.P. Lovecraft: The Ultimate Collection (160 Works Including Early Writings| Fiction| Collaborations| Poetry| Essays & Bonus Audiobook Links),H.P. Lovecraft,eBookIt.com,9781456622626,English,3,4.4
b6Mqjh2nFWDk72SNKWyHxW,Seveneves,Neal Stephenson,HarperCollins UK,9780008132538,English,2,4.3
Cat8MXeDaNqR4aqA2q9ttA,Things Fall Apart,Chinua Achebe,Penguin UK,9780141393964,English,6,4.2
85ntNUnWVuTuZT579mAhu7,Prince of Fools (Red Queen’s War| Book 1),Mark Lawrence,HarperCollins UK,9780007531554,English,5,4.5
b7cZwip3YPsk5k2CSfzKP7,Love Rosie,Cecelia Ahern,HarperCollins UK,9780007279708,English,1,4.5
oNXZrHNRojxVV5yaL6fcvE,The Count of Monte Cristo,Alexandre Dumas,Bantam Classics,9780553898156,English,2,4.7
Lopy5B3DpRbxWLd7Ba3cVN,Magician (The Riftwar Saga| Book 1),Raymond E. Feist,HarperCollins UK,9780007381432,English,8,4.7
6uQQrLmgy7ZDLSwfSPiS3s,Godan,Premchand,Prabhat Prakashan,9789384344061,Hindi,0,4.6
exSZbnJTqqeTCfqAjgCmgq,Half of a Yellow Sun,Chimamanda Ngozi Adichie,HarperCollins UK,9780007279289,English,3,4.3
EZAGoBCEoXY7YPXR4toAeJ,The Collected Works Of Jules Verne,Jules Verne,Simon and Schuster,9781627938808,English,7,4.7
PiujCDJr9vsRppxk8HU4BT,The Great Gatsby,F. Scott Fitzgerald,Simon and Schuster,9780743246392,English,4,4.1
2xxBGGBfseBvBdWx6dUL6m,Assassin’s Quest (The Farseer Trilogy| Book 3),Robin Hobb,HarperCollins UK,9780007370443,English,7,4.3
mxQ7DzuAKEfxhkMZtKxgg3,Conqueror: The Complete 5-Book Collection,Conn Iggulden,HarperCollins UK,9780007518722,English,6,4.7
dxHinPAy2cgPs4fg8PecQG,A Wizard of Earthsea: The First Book of Earthsea,Ursula K. Le Guin,Hachette UK,9781473208452,English,8,4.6
DVkdGcyaB4ogd8TeiSKheQ,Love Story: The 50th Anniversary Edition of the heartbreaking international phenomenon,Erich Segal,Hachette UK,9781444768398,English,4,4.3
NK24bq4TCrf7wCbBs3oeFE,Brave New World,Aldous Huxley,Random House,9781407021010,English,6,3.9
NA8VyeSyLWrmnx2PcZBXnG,2001: A Space Odyssey,Arthur C. Clarke,Penguin,9781101664155,English,7,4.9
user_id, title, author, publisher, isbn, language, no_of_exchanges, rating
6MP46UQ9DwPiv5zodaNx5U,And Then There Were None,Agatha Christie,HarperCollins UK,9780007422135,English,9,4.6
Zm2hP65H7GVxvUw8mJM7dn,The Richest Man in Babylon: The most inspiring book on wealth ever written,George S. Clason,GENERAL PRESS,9789387669383,English,9,4.6
NSjRoUvFXpL4PnkKbbEPr6,The Complete Sherlock Holmes,Arthur Conan Doyle,Top Five Books LLC,9781938938160,English,4,4.6
cnPxsSLuhMvk4JSBsmmM7Q,Dune,Frank Herbert,Penguin,9781101658055,English,6,4.7
BrNeq5aLbYb9YjSoT6ELih,The Lord of the Rings: The classic fantasy masterpiece,J. R. R. Tolkien,HarperCollins UK,9780007322596,English,6,4.6
LFqnWHEqF5FP4vdo4F43k3,The Godfather: The classic bestseller that inspired the legendary film,Mario Puzo,Random House,9781448106899,English,3,4.8
fnKtDcyxgTbTEmS4ewhMhN,The Fountainhead,Ayn Rand,Penguin,9781101137185,English,9,4.3
o9Nuq3XC8eHn9tmkqVBqwt,Animal Farm,George Orwell,Penguin UK,9780141905914,English,2,4.5
e9b7bCrvrCRATGvsvs7qTV,The Handmaid's Tale,Margaret Atwood,Random House,9781446485477,English,0,4.3
ihke8aSYiMrYb4oYhKhzHt,War and Peace,Leo Tolstoy,Penguin,9781101003831,English,0,4.6
HMNSLMVQgeoBZ5uBcj9tmw,Pet Sematary: Kingâ€™s #1 bestseller â€“ soon to be a major motion picture,Stephen King,Hachette UK,9781848940857,English,4,4.5
Z3tDBR5HcwzwKKv8A9sGMx,Flowers For Algernon,Daniel Keyes,Hachette UK,9780575088498,English,8,4.8
eatf7jDE4PN5eGdoc4Motp,The Song of Achilles: A Novel,Madeline Miller,Harper Collins,9780062060631,English,2,4.5
2atW44mntcf7EKNe4WhLmK,Catch-22,Joseph Heller,Random House,9781446424049,English,3,4.4
2Wqn8jbNDUhr39djo69pxp,Siddhartha,Herman Hesse,Simon and Schuster,9781627936408,English,4,4.6
59nDxNP2ATLhyidMxk6S94,The Remains of the Day,Kazuo Ishiguro,Faber & Faber,9780571249350,English,8,4.4
Hi8gSnARL9TEZrUouWGX3Y,Shogun,James Clavell,Hachette UK,9781848943124,English,0,4.7
Cj8X2n2sMy9dpE3FH6m7Hz,Mere Christianity,C. S. Lewis,HarperCollins UK,9780007332243,English,4,4.7
35TN66uJHUjdruXYn55k4U,Old Man and the Sea,Ernest Hemingway,Simon and Schuster,9781476770185,English,5,4.6
H9rXbFcM9ocVhPprSV8JtY,Sherlock Holmes: The Complete Novels and Stories: Volumes I and II,Sir Arthur Conan Doyle,Bantam Classics,9780553897449,English,9,4.3
2qdqareQotBKzKuU9cCszQ,The Complete Charles Dickens Collection,Charles Dickens,eBookIt.com,9781456618353,English,3,4.5
E52aaMwGVNeMa8KiHAUFSY,Rebecca,Daphne Du Maurier,Hachette UK,9781405513463,English,5,4.2
P3AxqLrgbA9ovmDu3GG8av,The Little Prince,Antoine de Saint-Exupéry,Pelekanos Books,9789604009473,English,5,4.7
dooLQYJ5JkL9ZJgfmn77Xv,Gone with the Wind,Margaret Mitchell,Simon and Schuster,9781416573463,English,6,4.5
nivdTu2HQwaHoyCbxsnmbM,Crime and Punishment (The Unabridged Garnett Translation),Fyodor Dostoevsky,e-artnow,9788074849541,English,6,4.6
g9siYHZG738S9zdUR3wkkb,Foundation,Isaac Asimov,HarperCollins UK,9780007381128,English,3,4.6
ZQXyhvjEwiZYFUvt4rKjPk,The Color Purple: The classic| Pulitzer Prize-winning novel,Alice Walker,Hachette UK,9781409139263,English,3,4.6
MKgiAHo7jFMo4iViQaaUXH,The Picture of Dorian Gray,Oscar Wilde,Simon and Schuster,9781476788128,English,9,4.4
NJDcLF2vyLTQmEqBmsoQ8P,The Last Kingdom Series Books 1-6: The gripping| bestselling historical fiction series (The Last Kingdom Series),Bernard Cornwell,HarperCollins UK,9780007511464,English,1,4.7
EBjbB8WxGHVxPZQdEmGxgi,The Grapes of Wrath,John Steinbeck,Penguin UK,9780141915036,English,5,4.4
SKAzDJGZquH6aBEGeuw9c8,Fahrenheit 451,Ray Bradbury,HarperCollins UK,9780007496969,English,7,4.1
9iJ5zo6LwYdjzXDkExcDtf,Flowers In The Attic,V.C. Andrews,Simon and Schuster,9781451636949,English,9,4.5
V4auQRygHBXVwkUwxGUJv2,The Outsider,Albert Camus,Penguin UK,9780141904252,English,9,4.5
8ZK55VBEHBPUNJza6M3HGE,H.P. Lovecraft: The Ultimate Collection (160 Works Including Early Writings| Fiction| Collaborations| Poetry| Essays & Bonus Audiobook Links),H.P. Lovecraft,eBookIt.com,9781456622626,English,2,4.4
KfoXzDrzUHUQNHX7htdbFK,Seveneves,Neal Stephenson,HarperCollins UK,9780008132538,English,5,4.3
Zq7f9sxRiwTsbcdJTPPo9G,Things Fall Apart,Chinua Achebe,Penguin UK,9780141393964,English,2,4.2
NRG2YUnT9geUCaJwULy9gx,Prince of Fools (Red Queen’s War| Book 1),Mark Lawrence,HarperCollins UK,9780007531554,English,1,4.5
oTmaPygAGJUoEpqQTSGAtg,Love Rosie,Cecelia Ahern,HarperCollins UK,9780007279708,English,7,4.5
6TtbgTkirMi94QoFvsJyU3,The Count of Monte Cristo,Alexandre Dumas,Bantam Classics,9780553898156,English,8,4.7
Now6ubeNYVooGowQXGkivd,Magician (The Riftwar Saga| Book 1),Raymond E. Feist,HarperCollins UK,9780007381432,English,0,4.7
mMUmoEWxqUAWgniHhkkBKb,Godan,Premchand,Prabhat Prakashan,9789384344061,Hindi,5,4.6
Y4DgwbYiPXAMnMmvXtAXAv,Half of a Yellow Sun,Chimamanda Ngozi Adichie,HarperCollins UK,9780007279289,English,8,4.3
a3yxymhfaWBkJLsWwD5opY,The Collected Works Of Jules Verne,Jules Verne,Simon and Schuster,9781627938808,English,3,4.7
9dU63Yjd2AnpWPJNqrnB9v,The Great Gatsby,F. Scott Fitzgerald,Simon and Schuster,9780743246392,English,5,4.1
Pmr7q9PztTvbW3EE3zmyhG,Assassin’s Quest (The Farseer Trilogy| Book 3),Robin Hobb,HarperCollins UK,9780007370443,English,7,4.3
bpUY9DY2Za9Kxgsx9Hzdef,Conqueror: The Complete 5-Book Collection,Conn Iggulden,HarperCollins UK,9780007518722,English,6,4.7
ECcD7GtEGr7xxYGs5S4foB,A Wizard of Earthsea: The First Book of Earthsea,Ursula K. Le Guin,Hachette UK,9781473208452,English,2,4.6
6fKPqb6A6pAmbH728K9ByM,Love Story: The 50th Anniversary Edition of the heartbreaking international phenomenon,Erich Segal,Hachette UK,9781444768398,English,4,4.3
4JoAuBwz2KgzqPjZkgwDQa,Brave New World,Aldous Huxley,Random House,9781407021010,English,6,3.9
U5CpJqFeZDcmUg6awrBej4,2001: A Space Odyssey,Arthur C. Clarke,Penguin,9781101664155,English,0,4.9
user_id, title, author, publisher, isbn, language, no_of_exchanges, rating
mLqRyyNqJTPtbXPU4ABSFh,Love Will Find a Way,Anurag Garg,Penguin Random House India Private Limited,9789386815354,English,9,4.3
7m48bbmDkGP9qmV7CWdLvU,I Too Had a Love Story,Ravinder Singh,Penguin UK,9788184758672,English,2,4.4
2srLKoKBE3hWeiE4XM8VJw,Fifty Shades Trilogy: Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed,E L James,Random House,9781448150625,English,6,4.4
nQgLZyz7JCGV7QZxtqybjV,Something I Never Told You,Shravya Bhinder,Penguin Random House India Private Limited,9789353054755,English,0,4.4
jNkUQbfRsttGPg2kfpRMCE,The Modern Break-Up,Daniel Chidiac,Undercover Publishing House,9780987166555,English,0,4.6
3ULMJGooDXkCorqyTTnHcu,Defiant Queen,Meghan March,Red Dress Press,9781943796038,English,6,4.7
5rXb4ayJRqdr5b9TtvM8nD,After,Anna Todd,Simon and Schuster,9781476792545,English,6,4.6
JJJn6bBtPBch8RaHsFzZYq,Inappropriate,Vi Keeland,C. Scott Publishing,9781951045050,English,3,4.7
GmRbR3tLfPh4WsUb4dhyTY,Wish I Could Tell You,Durjoy Datta,Penguin Random House India Private Limited,9789351188780,English,6,4.6
QsUDkQAbKvw8TRnZDTy4Wf,It Started with a Friend Request,Sudeep Nagarkar,Random House India,9788184004540,English,0,4.4
FPmnLuqj8eSWLYXJvAEpfZ,It Ends with Us: A Novel,Colleen Hoover,Simon and Schuster,9781501110375,English,9,4.8
WsEPS7oEyLRgMYiQEZbZZG,The Hating Game: 'The very best book to self-isolate with' Goodreads reviewer,Sally Thorne,Hachette UK,9780349414249,English,2,4.8
NgwHLyd2NBbTetRgFLrotp,The Billionaire's Passion,Alexia X.,Alexia Praks,Flowing text, Google-generated PDF,Fiction / Romance / Billionaires,2,4.6
AUY8XLPhQhPi4re57LMNQ8,The Complete Swanson Court Trilogy: A Contemporary Romance Box-Set,Serena Grey,Sweet Acacia Press,Flowing text, Google-generated PDF,Fiction / Romance / Billionaires,2,4.5
P3jGh2rWdJoQ3Yn9Kpfr38,Beautiful Bastard,Christina Lauren,Simon and Schuster,9781476730103,English,7,4.5
UyfBS6svnVyqrFzA2ppdpV,Normal People,Sally Rooney,Faber & Faber,9780571334667,English,1,4.3
U4rAWDxYCJeHEaNXoBLfTd,Dark Matter: A Mind-Blowing Twisted Thriller,Blake Crouch,Pan Macmillan,9781447297550,English,0,4.7
Rok6ebQTM6YGnc7A9oCD8M,I Only Have Eyes for You: The Sullivans| Book 4,Bella Andre,Oak Press| LLC,9781938127175,English,8,4.6
KSYdABnb7T6RzCZRLayCjL,24 1/2 Kisses: The sequel to My Best Friend's Brother: A Love Story,Kennedy Claire,T&T Publishing,9781310280160,English,1,4.7
5mKKafar6YHrSMWLQW2rj5,Secret Love,Isabella White,Fire Quill Publishers,9780998471488,English,2,4.8
H39hmesWqUQ8VduoP8nL9P,The Risk,Elle Kennedy,Elle Kennedy Inc.,9780994054463,English,6,4.6
YibWHw8RMgLhChBvMXvgEB,The Duchess Deal,Tessa Dare,HarperCollins,9780062349071,English,4,4.7
QZNP5ZzRd6L3GpbW9gGZEf,The Boy with a Broken Heart,Durjoy Dutta,Penguin Random House India Private Limited,9789387326330,English,4,4.6
GobDQ4oWth8Fe5JQ4wM2vS,The Flatshare: The bestselling romantic comedy and must-read debut,Beth O'Leary,Hachette UK,9781787474390,English,0,4.6
U8a66LRsmZ2CBcb88oh7P2,Obsession,Helen Hardt,Waterhouse Press,9781943893676,English,7,4.8
ChhbDUCYvuYBxUWmCrNztq,The Remains of the Day,Kazuo Ishiguro,Faber & Faber,9780571249350,English,5,4.4
o74KjZfcBLGsTSriN4RmVg,Always Red,Isabelle Ronin,Sourcebooks| Inc.,9781492658498,English,0,4.9
5syK96TCqEwmZXswfx783L,The Billionaire's Fake Girlfriend Box Set,Sierra Rose,Dark Shadows Publishing,Flowing text, Google-generated PDF,Fiction / Romance / Collections & Anthologies,1,4.6
6VNwBhB5onnpDexrBeUQj9,The Devil in Winter,Lisa Kleypas,Harper Collins,9780061793516,English,6,4.6
7EfU47dnWkGfrVV3ZVBdu3,The Knight,Skye Warren,Book Beautiful,9781940518541,English,1,4.7
gqMbbDJihLNpJUXjVfuiKH,Rebecca,Daphne Du Maurier,Hachette UK,9781405513463,English,5,4.2
D8vZgrWADq4dpFDMUoApDE,The Greek's Forgotten Wife,Elizabeth Lennox,Elizabeth Lennox Books LLC (www.ElizabethLennox.com),9781940134833,English,8,4.3
GjMc4sRdouhrcenFByD5nK,Claimed,Z.L. Arkadie,Z.L. Arkadie Books,9781942857488,English,2,4.8
EmSQvy6Ujb3tds9ecP3pS3,Manwhore,Katy Evans,Simon and Schuster,9781501101564,English,2,4.6
BhR6N3StXhieLvdxpJgru7,Ransom,Julie Garwood,Simon and Schuster,9781439138830,English,4,4.7
2uk6E9W6s36dJp9jprJQaY,Beard Science,Penny Reid ,Cipher Naught ,9781942874249,English,7,4.8
QyQ52eSV5HsVp6QP2reqSN,Wicked in His Arms,Stacy Reid,Entangled: Scandalous,9781633758513,English,6,4.8
SbmhvvrS9pCpv5iWWjjuwk,Shopping for a Billionaire Boxed Set (Books 1-5) (Romantic Comedy) (New York Times bestseller),Julia Kent,Julia Kent,Flowing text, Google-generated PDF,Fiction / Contemporary Women,6,4.6
7B8CXXBz8NMsRoJzHE6eRv,Hideaway,Nora Roberts,Hachette UK,9780349421971,English,7,4.6
KuuUdYRHPfkfJtCkwFHQCi,Obsession Mine (Tormentor Mine #2),Anna Zaires,Mozaika LLC,9781631422386,English,5,4.7
AgfWBrrjUevxzwFDCVMR6e,Wallbanger,Alice Clayton,Simon and Schuster,9781476741260,English,0,4.3
FYZWZBwnoBPmAABuEnTcYa,Choosing the Right Man (CAN'T RESIST series),Violet Duke,Violet Duke,9780989163323,English,5,4.2
cghwSSkt8x2efQV75SMch6,Cheeky King,Nana Malone,Sankofa Girl,Flowing text, Google-generated PDF,Fiction / Romance / Action & Adventure,8,4.7
jYQaimTmQojvSMzB2BRdLa,The Undomestic Goddess: Perfect Escapism from the Number One Bestseller,Sophie Kinsella,Random House,9781409081166,English,1,4.5
j93HzvWppz4PfJXjXcQHTp,The Master,Kresley Cole,Simon and Schuster,9781451650105,English,2,4.8
mRcLDHq7fxwBTxz2povTWy,Light My Fire,Misha Carver,Misha Carver,9781988343068,English,8,4.0
8tjuT7ckWyabWkuaVzz298,Snow Falling,Jane Gloriana Villanueva,Simon and Schuster,9781507206638,English,7,4.9
aqFSRTPZVFuxm2pb29dMkk,Mad Love 2,Colet Abedi,Alibi Publishing,9780996708807,English,9,4.7
user_id, title, author, publisher, isbn, language, no_of_exchanges, rating
nrdcr5qQpEN6H7GdFXU7Wb,The Silent Patient: The record-breaking| multimillion copy Sunday Times bestselling thriller and Richard & Judy book club pick,Alex Michaelides,Hachette UK,9781409181644,English,6,4.4
4qzjyL8RkDuARPaPXvJHFC,The Eyes of Darkness: A gripping suspense thriller that predicted a global danger...,Dean Koontz,Hachette UK,9781472202932,English,6,4.3
de6TzRteiZJQgs84ZQrsVi,Troubled Blood,Robert Galbraith,Hachette UK,9780751579963,English,9,4.7
5dcVSXu8CnRQTuvseEy7R7,The Girl on the Train: The multi-million copy global phenomenon,Paula Hawkins,Random House,9781448171682,English,9,4.3
iaFk3SHC2wbK7JFTrkFu3d,Gone Girl,Gillian Flynn,Hachette UK,9780297859406,English,7,4.1
38XY6YasMTdoBUMgMwffrE,The Family Upstairs: The #1 bestseller and gripping Richard & Judy Book Club pick,Lisa Jewell,Random House,9781473561342,English,0,4.4
dNUhYmTxHrw8bVAq9mEePE,The Devotion Of Suspect X,Keigo Higashino,Hachette UK,9780748126187,English,9,4.2
bxyFijWLJr3t5Kxe3naNzZ,Big Little Lies: The No.1 bestseller behind the award-winning TV series,Liane Moriarty,Penguin UK,9781405916370,English,4,4.4
KpWENEty5G7orGK7gphuQk,Sherlock: The Adventures of Sherlock Holmes,Arthur Conan Doyle,Random House,9781446417188,English,3,4.4
B2aHTAWiRyLcUTW7p87i6Q,A Time To Kill,John Grisham,Random House,9781407059518,English,8,4.4
ZLHpG94tA3bcfTdygdxvPt,Hideaway,Nora Roberts,Hachette UK,9780349421971,English,7,4.6
bic4LqAkLP84tPxLgVVQ3A,Eternal Crime,WL Knightly,WL Knightly,Flowing text, Google-generated PDF,Fiction / Crime,8,4.9
CVDWj9RmVHkRkbMsXx67k2,Pretty Girls: A captivating thriller that will keep you hooked to the last page,Karin Slaughter,Random House,9781473507876,English,3,4.5
fRbSWCqhcARZFxatFgTn9F,Silence Of The Lambs: (Hannibal Lecter),Thomas Harris,Random House,9781446439746,English,2,4.3
BoihFmZjVHTVqBhtjtmmSY,The Wrong Side of Goodbye,Michael Connelly,Hachette UK,9781409147497,English,4,4.4
aRqKtYGBKGPLAAr4nawqyP,The Couple Next Door: 'So full of twists. Loved it' Richard Osman,Shari Lapena,Random House,9781473541542,English,5,4.2
4oXm5MUjvxG22hAirrCd47,Into the Fire,Gregg Hurwitz,Penguin UK,9781405928571,English,1,4.7
KgCF2umFybgAAoxKMaeSYp,Golden In Death,J. D. Robb,Hachette UK,9780349422107,English,9,4.6
3sWGwdMScCKMVmiWWriRJS,Inferno,Dan Brown,Random House,9781448169795,English,5,3.8
fG29NcyER83SjYJvDfPHUH,Along Came a Spider,James Patterson,Random House,9781473539310,English,2,4.5
33EHF9vnYWAoXNvNW2NQ6d,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,Random House,9781448170609,English,7,4.2
9CNAwnSkEkALXyKxKP3cMk,The Thursday Murder Club: The Record-Breaking Sunday Times Number One Bestseller,Richard Osman,Penguin UK,9780241988275,English,6,4.6
aPyGgJv5xQPEPPWibEUPro,Memory Man,David Baldacci,Pan Macmillan,9781447277576,English,3,4.1
N9ZHxBY48UJ9wi2An9JuXw,Defending Jacob: Now a major Apple TV series,William Landay,Hachette UK,9781409115397,English,2,4.0
fCsq5fR3t4zbg7V2EMdTyF,Mean Streak,Sandra Brown,Hachette UK,9781444791433,English,9,4.3
dFQoLoTWh5JULycDBMAb5f,Final Option: 'The best one yet',Clive Cussler,Penguin UK,9781405941020,English,5,4.8
9EXLbmibhQVJBZw7izeicy,The Kind Worth Killing,Peter Swanson,Faber & Faber,9780571302239,English,4,4.3
kgznhWEiMVdgxp3BTcfgrj,Silent Scream,Angela Marsons,Bookouture,9781909490918,English,6,4.5
MikychfKbQtdegkm2b7Mek,I Let You Go: The Richard & Judy Bestseller,Clare Mackintosh,Hachette UK,9780751554175,English,8,4.3
