user_id, title, author, publisher, isbn, language, no_of_exchanges, rating
hTJU2VkcfF8QayG2rDXe6C,Everlasting,W.J. May,Dark Shadow Publishing,,English,4,4.8
QKjpB2vjLkJpBsNeYuqYdR,The Two Lost Mountains: The Brand New Jack West Thriller,Matthew Reilly,Hachette UK,9781409194422,English,5,3.6
Mu2zYafBxYaR3K9HM7FA38,Kindling Flames,Julie Wetzel,Crimson Tree Publishing,9781634220163,English,2,4.7
QQacdhd5zcCA9Cv2ngCJjJ,Valen,Felicity Heaton,Felicity Heaton,9781911485117,English,7,4.7
Qx2xdQdDgL5NfxFBQfk9Yp,Bhima Lone Warrior,MT Vasudevan Nair,Harper Collins,9789350297605,English,5,4.1
Buj4cz5hi6zJiPTkEnctNW,Tales From the Vedas & Other Scriptures,Dr. B.K. Chaturvedi,Diamond Pocket Books Pvt Ltd,9798128819604,English,1,4.5
GSF58xF3NqGafNdmNQVBtB,The Savior,J. R. Ward,Hachette UK,9780349420455,English,5,4.8
f4Dam53tMhytQdtATsy5Mi,The Bear and The Nightingale: (Winternight Trilogy),Katherine Arden,Random House,9781473582231,English,0,4.2
daENpBj9tRBG5MCtUxFuPh,Arabian Nights or One Thousand and One Nights (Andrew Lang) + New Arabian Nights (Robert Louis Stevenson),Andrew Lang,e-artnow,9788074844409,English,4,4.8
dhCDjaHkwiUfs5MvctU5t5,Blood of Stone,Jayne Faith,Jayne Faith,9780999645802,English,2,4.7
FaSpNfm7WuWC9uG3jLgeFR,The Billionaire's Virgin,Jackie Ashenden,Macmillan,9781250136749,English,3,4.4
jZ37epaUWC2RZ5RZgk6ePZ,ANGELS AND DEMONS,DAN BROWN,MEHTA PUBLISHING HOUSE,9788184980455,Marathi,7,4.1
e8ecMDL7q4egnVLiyrgSAt,Wild Embers: Poems of rebellion| fire and beauty,Nikita Gill,Hachette UK,9781409173939,English,9,4.7
iAR6HM2K8ZN7co4hYFrfdh,Origin,Dan Brown,Random House,9781473543348,English,2,4.3
n6oKctS69CCnFT4FvrsDKq,The Last Wish,Andrzej Sapkowski,Hachette UK,9780575099913,English,4,4.7
ZGK7bwMKab7p5GUzNRpror,A Game of Thrones (A Song of Ice and Fire| Book 1),George R.R. Martin,HarperCollins UK,9780007378425,English,7,4.1
ewza84623wsDVUr6YN33hE,The Way of Kings,Brandon Sanderson,Hachette UK,9780575097384,English,6,4.8
8mBr42AyVetwkgGorB3rfs,Master of the Game,Sidney Sheldon,HarperCollins UK,9780007370610,English,6,4.5
8VfknsTShdfCNYdFYuAdb8,The Wise Man's Fear,Patrick Rothfuss,Penguin,9781101486405,English,2,4.8
ipof5xM3MVS8FHYTjtUzhi,Outlander,Diana Gabaldon,Random House,9781446494301,English,7,4.7
mdYALK9RdVZwUmCbvyeGDF,Marvel's SPIDER-MAN: Hostile Takeover,David Liss,Titan Books,9781785659768,English,1,4.6
dvD8ZTTQnsDzjjo2Y6HdFB,Blue Moon,Lee Child,Random House,9781473542310,English,7,4.2
VGQAqywy2xje3udhw55aWq,The Last Odyssey,James Rollins,HarperCollins,9780062892904,English,3,4.5
HhLAwBYywAz8uGVMYKYiQG,CHACHA CHAUDHARY,PRAN KUMAR SHARMA,Prans Features LLP,,Hindi,6,4.6
9qZzomVnjz2DZ4bzZ8GWbP,Shogun,James Clavell,Hachette UK,9781848943124,English,8,4.7
k7krn9roqcnLCZbktdyJtm,The Hunt for Red October,Tom Clancy,Penguin,9781101010365,English,2,4.7
e7tdR9NDVEbycoAEnB7FkV,Ready Player One,Ernest Cline,Random House,9781446493830,English,5,4.4
Rnuht6k3V47pBzS7ToUngs,The Return of the King (The Lord of the Rings| Book 3),J. R. R. Tolkien,HarperCollins UK,9780007322558,English,3,4.8
faB8mAHXkJW3XYvgxDXtxP,Lethal White: Cormoran Strike Book 4| Book 4,Robert Galbraith,Hachette UK,9780751572841,English,8,4.5
JJkvKzjaqUJEen25fPDgUz,Boots Belts Berets,Tanushree Podder,Roli Books Private Limited,9788174369314,English,0,4.7
AoTuwHxsATV3VDnJMWpcjB,Assassin’s Apprentice (The Farseer Trilogy| Book 1),Robin Hobb,HarperCollins UK,9780007374038,English,1,4.4
TZuDv7trwrUqqtdGk7aTqf,God of War: The Official Novelization,J.M. Barlog,Titan Books,9781789090154,English,9,4.5
2rM73GEyC9BGmDXjvic3wC,The Complete Works of Charles Dickens (Illustrated Edition): All 15 novels| short stories| poems and plays,Charles Dickens,GENERAL PRESS,9788180320071,English,5,4.3
DJC3URWMVBtbxuvcNTnLLk,The Last Kingdom Series Books 1-6: The gripping| bestselling historical fiction series (The Last Kingdom Series),Bernard Cornwell,HarperCollins UK,9780007511464,English,4,4.7
2PkFbLhXiW3ttY3TwaGbh7,Blood Song: Book 1 of Raven's Shadow,Anthony Ryan,Hachette UK,9781405525961,English,0,4.5
cgf4o3cKWdiWuRiELynwbe,The Three Secret Cities,Matthew Reilly,Hachette UK,9781409167198,English,6,4.7
d9RtHgdiNbAgJ35SnJNKnm,Age of Myth,Michael J. Sullivan,Del Rey,9781101965344,English,5,4.4
DQaWt6qpECWqiuZxQ5eTD2,The Kilkenny Series Bundle,Louis L'Amour,Bantam,9780804181112,English,8,4.6
YdSpUA5eBQtaBx2EdKe9N9,The Autumn Republic,Brian McClellan,Hachette UK,9781405519960,English,5,4.6
maCZ2X5cYtQMTtragkA3QV,The Prize,Julie Garwood,Penguin,9781101533475,English,9,4.6
W4gYagCTanRwUBkiqJ3Ufv,Red Rising: Red Rising Series 1,Pierce Brown,Hachette UK,9781444759006,English,4,4.3
mStaEYWCMUVqHoBQ6AXCAj,Last Argument Of Kings: Book Three,Joe Abercrombie,Hachette UK,9780575087873,English,3,4.6
G2jFg4agEPRAHofYeTgZiL,The Count of Monte Cristo,Alexandre Dumas,Bantam Classics,9780553898156,English,7,4.7
CEUYxFn4K76XS83e2yizn4,The Pillars of the Earth,Ken Follett,Pan Macmillan,9780330465717,English,7,4.5
3M48ra3HGHzLXKcRpXRKGX,Into the Fire,Gregg Hurwitz,Penguin UK,9781405928571,English,0,4.7
E672ypRqDT6RGE49xAWKFh,The Dark Tower II: The Drawing Of The Three,Stephen King,Hachette UK,9781848941106,English,6,4.6
eYKWvKxYWQ2pSvtQEDt4sR,Heir to the Empire: Star Wars Legends (The Thrawn Trilogy),Timothy Zahn,Del Rey,9780307796103,English,3,4.7
KArpv2WToxYGd22TmfDWKp,Grace,David Adams,David Adams,,English,6,4.1
dKmoeJ9CRVTYWyWZRqgXLq,Of Blood and Bone,Nora Roberts,Hachette UK,9780349414997,English,7,4.7
kG53gVZXEKXpiF8ybmZrFX,Holy Sister,Mark Lawrence,Penguin,9781101988923,English,4,4.7
GN4dwy8tqSbUuLTbZysWj2,The Odessa File,Frederick Forsyth,Random House,9781407098012,English,4,4.5
PZeJnPyTUhBTGV89ckAup4,The Shadow of the Wind: The Cemetery of Forgotten Books 1| Book 1,Carlos Ruiz Zafon,Hachette UK,9780297857136,English,7,4.4
eX893bNJJnLuFEXcPEaSrY,Final Option: 'The best one yet',Clive Cussler,Penguin UK,9781405941020,English,8,4.8
RiCVeyUCbNy4J9McwwiVDc,Hotel,Arthur Hailey,Open Road Media,9781480490000,English,2,4.5
Aih2YBUDSMtB4i5mnAr5GB,Gates Of Fire: One of history’s most epic battles is brought to life in this enthralling and moving novel,Steven Pressfield,Random House,9781407066592,English,8,4.6
FQZysVPqVJTjTGGmssffuX,A Wild Sheep Chase,Haruki Murakami,Random House,9781448103522,English,6,4.1
hfC2itRvjPHdc4URd6eL9w,I Let You Go: The Richard & Judy Bestseller,Clare Mackintosh,Hachette UK,9780751554175,English,5,4.3
QAZqTdLXJqSUbPY337gRs3,Back Blast,Mark Greaney,Hachette UK,9780751565430,English,8,4.7
JoTete8fd5cFypzNqm9eXV,A Cry of Honor (Book #4 in the Sorcerer's Ring),Morgan Rice,Morgan Rice,9781939416124,English,4,4.0
C6qrJfcJ3wgY4uTWZbagyT,The New Girl,Daniel Silva,HarperCollins,9780062834898,English,6,4.5
JUpNRxGh4HPaGX5u2N8oZg,Fair Warning: The Instant Number One Bestselling Thriller,Michael Connelly,Hachette UK,9781409199106,English,9,4.5
5PEiap2GrbssDiwpypng5V,The Sicilian,Mario Puzo,Random House,9781448106912,English,3,4.6
KrmsvtVSnGtbpM4jccPhzX,River of Ruin,Jack Du Brul,Penguin,9781101098011,English,0,4.5
UtNmP2HEHA2BhXvaGgq3gj,Kafka on the Shore,Haruki Murakami,Random House,9781448103690,English,6,4.2
SH3qWZBdexZBvWqpqv2C36,One Hundred Years of Solitude,Gabriel Garcia Marquez,Penguin UK,9780241968598,English,5,4.3
PDKdmKZiNxpkEdAxwgsAvG,Midnight's Children,Salman Rushdie,Random House,9781409028482,English,3,4.4
mX3hCrc9KgZe98d8LxUxG8,The Alloy of Law: A Mistborn Novel,Brandon Sanderson,Hachette UK,9780575105843,English,0,4.6
nbp4intztjcjqEZHXSFzWD,Ruth,Keone Madrid,Gatekeeper Press,9781642372618,English,3,5.0
naKrGsqk3Bqm29UZatZhjY,The Ocean at the End of the Lane,Neil Gaiman,Hachette UK,9781472200334,English,8,4.4
NKDCcYUUpCsKd7dFjrGbgE,Jonathan Strange and Mr Norrell,Susanna Clarke,Bloomsbury Publishing,9781408803745,English,0,4.6
mpmhFj7bnbcuFjjQJzKdGS,The Shadow of the Wind: The Cemetery of Forgotten Books 1| Book 1,Carlos Ruiz Zafon,Hachette UK,9780297857136,English,9,4.4
3KZmsEW3q6FsfiaS9k6bjQ,The Apothecary's Poison,C.J. Archer,C.J. Archer,,English,7,0
noAtJQouJipjzt8DPdekDe,Emerald Blaze,Ilona Andrews,HarperCollins,9780062878373,English,0,4.7
ksUvhLjNqdPvi2ZpCRrxm8,The Master and Margarita (Vintage Classic Russians Series),Mikhail Bulgakov,Random House,9781409079910,English,8,4.5
SiRsBKgJezxn8kX5yGGFdZ,Before the Coffee Gets Cold,Toshikazu Kawaguchi,Pan Macmillan,9781529029598,English,0,4.8
d7danzeCakVuMiEvTKGsVj,The Shape of Water,Guillermo del Toro,Feiwel & Friends,9781250165374,English,2,4.5
CyJhWViqezuMeau8Un9vDp,The Noticer: Sometimes| all a person needs is a little perspective,Andy Andrews,Thomas Nelson,9781418574567,English,4,4.5
YshfHXwmNshbLvPwPuHfhE,Sister Of My Heart,Chitra Divakaruni,Random House,9781409010135,English,0,4.2
aSGRwe7zPJHxWDH4mVinDn,Glitch in Time,W.J. May,Dark Shadow Publishing,,English,8,4.8
KUQnDRrBz2shoiP6EFK7JN,Forrest Gump,Winston Groom,Random House,9781448169719,English,8,4.1
NwtRu8L2vKpWjRP6kjTsXc,The Orphan Master's Son: Barack Obama’s Summer Reading Pick 2019,Adam Johnson,Random House,9781448109265,English,7,4.4
jtFBQUWz2A9LRNLAUZitCJ,In Five Years: The most heartbreaking novel you'll read this year!,Rebecca Serle,Hachette UK,9781529405828,English,1,4.5
GcCsYt57kskZQRFBqcxKbo,Shabar Mantra Part 01 : Shabar Mantra Siddhi,SHABAR MANTRA,POWERFUL SHABAR MANTRA,,Hindi,0,4.2
H2STkKPowU3BMjJCTzS4eA,Beloved,Toni Morrison,Random House,9781448103621,English,0,4.2
LUuPVRaxs6NDP7NCrqAjQ8,Ishmael,Daniel Quinn,Bantam,9780307574800,English,4,4.6
eq8M6tZeKKdFe3YbHQm8X2,The Starless Sea: the spellbinding Sunday Times bestseller,Erin Morgenstern,Random House,9781473524231,English,3,4.3
2KRm64ZTp4t57Ju7Qrx66R,The Travelling Cat Chronicles: The most uplifting book of the year,Hiro Arikawa,Random House,9781473541573,English,7,4.5
Jb6Bv9xkXWMF2vJLbkccTE,Creatus Series Boxed Set,Carmen DeSousa,Written Musings,9780989905060,English,9,4.6
PvdUWKtALq9cBcTdstihCo,The Golem and the Djinni: The spell-binding literary debut for fans of The Essex Serpent,Helene Wecker,HarperCollins UK,9780007480180,English,4,4.5
F4ygvq2FCPsqr7aoGdD5Du,Regal,Brian Rathbone,White Wolf Press| LLC,9781301786039,English,2,4.4
2yBoeCdBRZQPJoDAjRD3pJ,Sweet Somethings,Connie Shelton,Secret Staircase Books| an imprint of Columbine Publishing Group,9781310711992,English,4,4.7
4FC8LEKLqn7qRQk9nLFAyF,Seirs,Kim Richardson,FablePrint,9781301111862,English,9,4.5
XzW7JhXF4JTzmQfWHpuLjU,Blood of Requiem (Epic Fantasy| Dragons| Free Fantasy Novel),Daniel Arenson,Moonclipse,9780986602863,English,6,4.3
naZxnBZJNm8pYeZLAbKdme,Stone Cold Magic,Jayne Faith,Jayne Faith,9780997026054,English,6,4.5
2RbcbxzCn7RZ7asR9NsdsZ,The Merman's Quest,Tamsin Ley,Twin Leaf Press,9781950027101,English,6,4.6
QEvtCTUcPJnR4cpvSqmqoT,Return to Summerhouse,Jude Deveraux,Simon and Schuster,9781416596479,English,7,4.2
Ymfmpm7zXNS7LwJWXixR3m,Alif the Unseen: LONGLISTED WOMEN’S PRIZE FOR FICTION 2013,G. Willow Wilson,Atlantic Books Ltd,9780857895684,English,3,4.1
Baf2wPdaWLoqimjvRFzBsF,ELDORA,Ozan Haznedar,Ozan Haznedar,,Turkish,9,4.6
6hh8YNYwqJD6ASDFkTcGwn,Fire in Frost,Alicia Rades,Crystallite Publishing,9780991469352,English,9,4.5
cdLHeswWewrtDTShSes9Pk,Indigo: The story of Roy Kiyoshi,Roy Kiyoshi,Romansious,9786025406454,Indonesian,6,4.8
apYaxq8gHtYxFMk9Az7JdJ,Fighting for Infinity,Karen Amanda Hooper,Starry Sky Publishing ,9780985589974,English,3,4.8
mApSbmWvARpNVmru5Y2WZt,WRENCHING FATE,Brooklyn Ann,Broken Angels,9780615934907,English,3,4.6
9L7LW5RDg9GdV9BSupRbX3,The Magus,John Fowles,Random House,9781409059943,English,6,4.3
butneLnTKbxXYxxX3zkrqq,Beauty of the Beast #1 The Mystic Rose: Part B: A Vow Of Love And The Challenge,Kristie Lynn Higgins,Kristie Lynn Higgins,,English,0,4.5
LHbHSiXpDLbPciqUTyD3iH,Cuentos para la cuarentena,JD Abrego,JD Abrego,,Spanish,0,4.6
4XS2TuB5c6iqAzHBi7dHMz,The Strawberry Thief: The new novel from the bestselling author of Chocolat,Joanne Harris,Hachette UK,9781409170785,English,0,4.6
nhG5jUp2wL4upVY6k9LJq8,Weaving Destiny,G. P. Ching,Carpe Luna Publishing,9780985236724,English,1,4.6
3YoKBmhHgs8q7g2b64SrBD,Charmed: The War on Witches: Charmed Series #1,Paul Ruditis,HarperCollins Canada,9781443445979,English,5,4.6
EiXuDbf3LsVqe6yiDuVGBU,Disgrace of the Unicorn's Honor (Book Three),LRW Lee,Woodgate Publishing,9781500673772,English,7,4.5
YCTKcvgXEHr2H7x8L9FjKN,No Good Deed: Book One of the Mark Taylor Series,M.P. McDonald,MP McDonald,,English,8,4.4
68fE6n8iTSVcPTtunHTNuZ,Southwest Shifters (FREE Shifter Romance Box Set| Paranormal Romance Series): Sizzling Paranormal Romance Box Set,J.K. Harper,J.K. Harper,,English,0,4.7
drizHdETgp5WFfJQXnFsNK,When the River Sleeps,Easterine Kire,Zubaan,9789384757052,English,2,5.0
2dCQJFTro2Da627U2CViHk,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Pan Macmillan,9780330513081,English,1,4.4
7Q5b7Re2f52gi2bUXoG29e,Dark Matter: A Mind-Blowing Twisted Thriller,Blake Crouch,Pan Macmillan,9781447297550,English,8,4.7
FKU7vqZQeP3fXRHnMxqFWX,1984,George Orwell,GENERAL PRESS,9789387669628,English,2,4.4
5nG4RbDRKQZrwpvWYouhoV,The Three-Body Problem,Cixin Liu,Head of Zeus,9781784971540,English,0,4.3
NiHRVUpQnXyBxNsbjmdYam,Skyward: The Cytonic Series Book 1,Brandon Sanderson,Hachette UK,9781473217881,English,6,4.8
d3akSfGmMjSURcGiy9Bkh8,Flowers For Algernon,Daniel Keyes,Hachette UK,9780575088498,English,0,4.8
ZHWTgK3AxPK8DDUiad5tFk,Ready Player One,Ernest Cline,Random House,9781446493830,English,7,4.4
UdqMbSkyn53PmWXVn3PaTm,Leviathan Wakes,James S. A. Corey,Hachette UK,9780748122967,English,8,4.5
RFUuE4ZgpjV6hAe6pjtoKu,Good Omens,Neil Gaiman,Random House,9781448110230,English,8,4.2
P7WMW242WNpP7KuTgPGeon,Foundation,Isaac Asimov,HarperCollins UK,9780007381128,English,8,4.6
DHsucdf3gSnGP64wciM8cp,The Testaments: The Booker prize-winning sequel to The Handmaid’s Tale,Margaret Atwood,Random House,9781473554436,English,4,4.6
Ue5BpXzhXXBS7TAPBfyDVw,Rise of the Valiant (Kings and Sorcerers--Book #2),Morgan Rice,Morgan Rice,9781632912909,English,9,4.4
Mq7wnkGG9rtxpijJJbX45H,The Stand,Stephen King,Hachette UK,9781848940833,English,6,4.8
DDH83wXeeH3AD8YAM9cK6L,Dune: The Gateway Collection,Frank Herbert,Hachette UK,9780575122796,English,3,4.5
K9gpiMnJMnZVdJmSMcQ5Lz,Metro 2033: The novels that inspired the bestselling games,Dmitry Glukhovsky,Hachette UK,9780575086265,English,8,4.6
UR3xE9De7R3jE5Ufpe2knD,Fahrenheit 451,Ray Bradbury,HarperCollins UK,9780007496969,English,6,4.1
9CGikU6fhWSJDcBPu4NAH2,2001: A Space Odyssey,Arthur C. Clarke,Hachette UK,9780748120789,English,6,4.7
o9iYZm5cd4KfXjwFdwW9MU,Red Rising: Red Rising Series 1,Pierce Brown,Hachette UK,9781444759006,English,9,4.3
hfx4MHsFEez4vZKSwuUciV,Seveneves,Neal Stephenson,HarperCollins UK,9780008132538,English,8,4.3
guVxnz2KiSNB2teAhmTGRD,The Player Of Games: A Culture Novel,Iain M. Banks,Hachette UK,9780748110063,English,3,4.5
hgdJ7xDcr4BHGouPdPfJxg,Mia & Korum (The Complete Krinar Chronicles Trilogy),Anna Zaires,Mozaika LLC,9781631420054,English,4,4.7
ndEUuxy4KqtDfU3LzaKHWd,Interstellar: The Official Movie Novelization,Greg Keyes,Titan Books,9781783293704,English,1,4.6
8Y4sqnpSTvd586L6885n5Z,Altered Carbon: Netflix Altered Carbon book 1,Richard Morgan,Hachette UK,9780575085688,English,9,4.4
YduFAXof4wqWjW3QpPerzb,1Q84: Books 1 and 2,Haruki Murakami,Random House,9781446484197,English,4,4.4
fRSfWNLf5bBw3Fycg5i6zk,Stories of Your Life and Others,Ted Chiang,Pan Macmillan,9781447281986,English,1,4.5
6EExQzCkhxRXGxT6tQ9h7X,Merkiaari Wars,Mark E. Cooper,Impulse Books UK,,English,0,4.4
2QM5SU3hypCzsi9BBNpsTN,Ender's Game,Orson Scott Card,Hachette UK,9780748134205,English,1,4.3
LC3A3hDkpxmivh4z6zPVsE,Brave New World,Aldous Huxley,Random House,9781407021010,English,0,3.9
WXjHj2VU8BPfTErGgFyt3L,Contact,Carl Sagan,Simon and Schuster,9781501172311,English,2,4.6
Xt33GNaHcd6fVfoYkrhZ5q,The Road: Winner of the Pulitzer Prize for Fiction,Cormac McCarthy,Pan Macmillan,9780330472753,English,7,4.5
fs7rKJ7yffE7bYFoBYoiRA,Star Wars: Darth Plagueis,James Luceno,Random House,9781448136285,English,7,4.4
asHfuBjEqFquvupz34kpkg,The Maze Runner Trilogy,James Dashner,Scholastic UK,9781909489851,English,6,4.7
9yA6DYSRDQqCibjL2xYuNN,An Absolutely Remarkable Thing,Hank Green,Hachette UK,9781473224216,English,6,4.5
8FmYGk5pQxfjwWDAmZZ6Jz,Halo: Silent Storm,Troy Denning,Titan Books,9781789090420,English,9,4.7
aNeAcpzoXnw3e5AeMiygSZ,Station Eleven,Emily St. John Mandel,Pan Macmillan,9781447269007,English,5,4.2
5xxJseYVEitUG7wn4NYAQY,The Power of Six,Pittacus Lore,Penguin UK,9780141957777,English,7,4.4
9xhMmB8fGtsF78wi3ibAwo,Marauder,Clive Cussler,Penguin UK,9781405944519,English,1,0
AnuSteK34fSnAU4PA3Myb7,The Moon is a Harsh Mistress,Robert A. Heinlein,Hachette UK,9781444791044,English,4,4.7
GCSNCYSys7hdFu3G7mD6so,The Magician's Land: (Book 3)| Book 3,Lev Grossman,Random House,9781473518858,English,9,4.6
oMkmqsyReQGwFyj2newTqt,The 100,Kass Morgan,Hachette UK,9781444766899,English,4,4.6
fytzeBJjFuNPzvFXo72CEM,Never Let Me Go,Kazuo Ishiguro,Faber & Faber,9780571249381,English,1,3.9
kw2GhmBVMHB5PQUbRCpAEd,The Girl With All The Gifts: The most original thriller you will read this year,M. R. Carey,Hachette UK,9780748123797,English,7,4.3
FXmieLhrFNuKELMuiDVzME,Ancillary Justice: THE HUGO| NEBULA AND ARTHUR C. CLARKE AWARD WINNER,Ann Leckie,Hachette UK,9781405525848,English,2,4.2
QVMG9p3rweR69ZrNxZiFVG,Cloud Atlas,David Mitchell,Hachette UK,9781844568819,English,9,4.2
TFkyjvhwsZfhqDhpj7NX8q,The Passage,Justin Cronin,Hachette UK,9781409107262,English,1,4.5
jT5sKFWUUkbUQqZNbYLWmp,A Memory Called Empire,Arkady Martine,Pan Macmillan,9781529001600,English,5,4.4
c9PyYTDXqeMLxQ23qiJQJ3,Welcome to Night Vale,Joseph Fink,HarperCollins,9780062351449,English,5,4.6
XLZcK8cmLQ96UV6xMdBgFS,The Breakers Series: Books 4-6,Edward W. Robertson,Edward W. Robertson,,English,5,4.7
8qJAHoRfS7D7Fp8jszD72g,Dead Soul (In Her Name| Book 3),Michael R. Hicks,Michael R. Hicks,9780984673001,English,9,4.5
bfKdEVxXfhAUqbWpxSy3cD,Physics of the Impossible: A Scientific Exploration of the World of Phasers| Force Fields| Teleportation and Time Travel,Michio Kaku,Penguin UK,9780141919348,English,8,4.2
J47RrQS9fgWEKHfBvbmJ6a,Eleanor Oliphant is Completely Fine,Gail Honeyman,HarperCollins,9780008172138,English,5,4.7
BQUrmEfWZWXu7adgBTT4M6,It: Film tie-in edition of Stephen King’s IT,Stephen King,Hachette UK,9781848940871,English,6,4.6
8u3nWd5dpdhfkxCdypEA2i,I Only Have Eyes for You: The Sullivans| Book 4,Bella Andre,Oak Press| LLC,9781938127175,English,8,4.6
oJRBzhruqz3nn2kpKXG9Xf,Beautiful Disaster: A Novel,Jamie McGuire,Simon and Schuster,9781476712055,English,0,4.5
oWZNMmZ8mPuHwpKmrDiVw5,Eleanor & Park,Rainbow Rowell,Hachette UK,9781409116332,English,5,4.5
eEvwxL9jq7jRjzijDkHWpq,The Hook Up,Kristen Callihan,Plain Jane Books,9780990715702,English,1,4.6
g9uPTVwShGdSuXGa59pPXW,Emerald Darkness,Sarra Cannon,Dead River Books,9781624210372,English,1,4.8
hV6ctGPWDZiKjkWVJAyzKt,Flowers In The Attic,V.C. Andrews,Simon and Schuster,9781451636949,English,5,4.5
QNWmC9CwavnvMfqaGcLWV9,My Not So Perfect Life: A Novel,Sophie Kinsella,Random House,9781473510616,English,1,4.4
devCfCT3F5DMzyrLdEuRDx,Americanah,Chimamanda Ngozi Adichie,HarperCollins UK,9780007356492,English,9,4.3
9QXWmm3kbs98P5xuESCmPv,The Secret Diary of Adrian Mole Aged 13 3/4: Adrian Mole Book 1| Book 1,Sue Townsend,Penguin UK,9780718196134,English,0,4.5
UBPE9zqwYrxkAgJ8CHSdyH,For The Win,Brenna Aubrey,Silver Griffon Associates,9781940951072,English,9,4.7
hekCaqrBS6J2giKWqWpN27,Girl| Woman| Other: WINNER OF THE BOOKER PRIZE 2019,Bernardine Evaristo,Penguin UK,9780241985007,English,0,4.5
MXr4fJAxmYpe4M53Myy9Qh,The Shadow of the Wind: The Cemetery of Forgotten Books 1| Book 1,Carlos Ruiz Zafon,Hachette UK,9780297857136,English,5,4.4
25wgGugMawBspS8Z8BYHpK,Such a Fun Age: 'The book of the year' Independent,Kiley Reid,Bloomsbury Publishing,9781526612175,English,7,4.4
E4565RD5vvRVrKKAK6gZsm,The Brief Wondrous Life of Oscar Wao,Junot Díaz,Penguin,9781101147306,English,9,4.5
ho9qDTESJspR6tuMnuEAcL,By the River Piedra I Sat Down and Wept: A Novel of Forgiveness,Paulo Coelho,Harper Collins,9780061859953,English,4,4.1
dZYbBrW97dW4gb6Z2FEHT4,The Dutch House: A Novel,Ann Patchett,HarperCollins,9780062963697,English,8,4.3
ZKsZNaFpNrvgboDiTWeKUR,Souls,Ednah Walters,Firetrail Publishing,9780991251728,English,0,4.8
c3hUxoHWd3iK4rRzCYddPL,Doctors,Erich Segal,Hachette UK,9781444768459,English,4,4.2
mUKKS9erDLmWwsQck5ApoC,Angel of Storms: The gripping fantasy adventure of danger and forbidden magic (Book 2 of Millennium's Rule),Trudi Canavan,Hachette UK,9780748132386,English,2,4.6
AZV3VmfYUikU3F222sX2nK,To Kill a Mockingbird (Enhanced Edition),Harper Lee,Harper Collins,9780062369635,English,9,4.4
6oqq6FnHqWrjYCxZUZKicy,The 100,Kass Morgan,Hachette UK,9781444766899,English,3,4.6
VPuZTwMfLYt3gcsLTPErFB,No Longer Human,Osamu Dazai,New Directions Publishing,9780811220071,English,8,4.7
B4euzdSs6TDBhALi8Bd9br,Beneath This Man,Jodi Ellen Malpas,Hachette UK,9781409151517,English,4,4.6
2kdWSkQRCHR567GPkmChxa,Styled,Piper Lawson,Piper Lawson Books,,English,6,4.8
QkN4R2YxKpYxBq43hSzjbd,Witch Queen : Divided Realms Book 2,Kim Richardson,FablePrint,9781311380289,English,4,4.7
kGBbBfvo4VUx5mquqkKxHj,The Goldfinch,Donna Tartt,Hachette UK,9781405529518,English,0,3.9
D5m5zd877ukqykknave48W,Almond: A Novel,Won-pyung Sohn,HarperCollins,9780062961402,English,7,4.8
T2UxfKmvpfFJDtwDKPTa4b,Rowdy,Jay Crownover,Harper Collins,9780062333063,English,9,4.6
DmsafJn9jtKPy8jqfgi6Ja,All Broke Down,Cora Carmack,Harper Collins,9780062326232,English,0,4.5
myMqcN7WpwRoY7N2MdVCMY,One and Only [NA New Adult College Contemporary Romance],Viv Daniels,Word for Word,9781937135065,English,3,4.5
XPztsgC5rvyLkuW8G79Psu,Never Date Your Best Friend,Jules Barnard,Fresh Fiction Pub,9780991560479,English,8,4.6
55mbDUF3pHQr3TC4KXn5oM,Masquerade (The Rosewoods| #2),Katrina Abbott,Over The Cliff Publishing,,English,5,4.5
5GaiuuuwirGiJhvq9if9qF,Half a King (Shattered Sea| Book 1),Joe Abercrombie,HarperCollins UK,9780007550210,English,5,4.3
4g6g2Nh4XeLwvgwkRguGSs,Close Remembrance (The Krinar Chronicles: Volume 3),Anna Zaires,Mozaika Publications,9780988391345,English,9,4.2
QQrJCDvTTMXc4eAYor7FUC,Fall With Me,Jennifer L. Armentrout,Harper Collins,9780062362759,English,2,4.5
CfqxpjqKGkWqVyMvddFVtK,Changing Everything,Molly McAdams,HarperCollins,9780062391407,English,9,4.4
TNjZd5padhntREwRBwsGNC,The Things I Do for You,M. Malone,CrushStar Romance,9781938789069,English,7,4.5
MtyR32UtvZxbJTWkD3ekRk,Perfekt Control,S.T. Bende,S.T. Bende,,English,0,4.9
Lf7W95CczSA6xWGZPfQiHC,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,Random House,9781448190959,English,3,4.2
kqGxUUEj5RdZ5TaxopfmEm,Dragon Dawn,Mark E. Cooper,Impulse Books UK,9781905380084,English,2,4.7
P6fpcTC3sRzwLftF4uiEVd,Endless Love,Emma Keene,Outfox Digital Publishing,,English,4,4.5
JqfXE28Bda76e2dsFQmpom,The Last Shot,Sara Hubbard,Sara Hubbard,9780992091279,English,9,4.3
fn7KKWMZ79QTJvxA8Z9V3y,Boyfriend Material,Alexis Hall,Sourcebooks| Inc.,9781728206158,English,8,4.7
