title, author, publisher, date_published, ratings, pages, isbn, language, genres
The New Trading for a Living: Psychology| Discipline| Trading Tools and Systems| Risk Control| Trade Management,Alexander Elder,John Wiley & Sons,Sep 29| 2014,4.7,304,9781118963678,English,Business & Economics / Finance / General
Flow and the Foundations of Positive Psychology: The Collected Works of Mihaly Csikszentmihalyi,Mihaly Csikszentmihalyi,Springer,Aug 8| 2014,4.0,298,9789401790888,English,Education / Educational Psychology
Psychology for Health Professionals,Patricia Barkway,Elsevier Health Sciences,Sep 28| 2009,0.0,320,9780729577977,English,Medical / General
Psychology and Crime,Craig Webber,SAGE,Nov 17| 2009,0.0,224,9781446244517,English,Law / Criminal Law / General
Criminological and Forensic Psychology,Helen Gavin,SAGE,Nov 5| 2013,0.0,424,9781446293539,English,Law / Forensic Science
An Introduction to the History of Psychology: Edition 7,B. R. Hergenhahn,Cengage Learning,Mar 1| 2013,0.0,720,9781285692289,English,Education / Teaching Methods & Materials / General
Visualizing Psychology| 3rd Edition,Siri Carpenter,Wiley Global Education,Dec 13| 2012,4.7,560,9781118473108,English,Science / Earth Sciences / Geography
Occupational Health Psychology,Irvin Sam Schonfeld| PhD| MPH,Springer Publishing Company,Jan 5| 2017,3.0,376,9780826199683,English,Health & Fitness / Work-Related Health
The Psychology of Learning Mathematics: Expanded American Edition,Richard R. Skemp,Routledge,Aug 6| 2012,4.6,232,9781136606250,English,Education / General
Handbook of Educational Psychology: Edition 3,Lyn Corno,Routledge,Jul 6| 2015,0.0,482,9781317420552,English,Education / Educational Psychology
PSYCH 5| Introductory Psychology| 5th Edition: Edition 5,Spencer A. Rathus,Cengage Learning,Dec 5| 2016,5.0,448,9781305888296,English,Education / Teaching Methods & Materials / General
Positive Psychology at Work: How Positive Leadership and Appreciative Inquiry Create Inspiring Organizations,Sarah Lewis,John Wiley & Sons,Mar 16| 2011,0.0,272,9781119996217,English,Business & Economics / Leadership
History and Systems of Psychology: Edition 7,James F. Brennan,Cambridge University Press,Oct 26| 2017,0.0,469,9781316834206,English,Education / Teaching Methods & Materials / General
Performance Psychology E-Book: A Practitioner's Guide,David John Collins,Elsevier Health Sciences,Jan 25| 2011,0.0,432,9780702048753,English,Medical / Allied Health Services / Physical Therapy
Reading Price Charts Bar by Bar,Al Brooks,John Wiley & Sons,Mar 23| 2009,4.3,432,9780470464274,English,Business & Economics / General
Services Marketing,Christopher Lovelock,Pearson Australia,May 20| 2015,4.1,529,9781486004768,English,Business & Economics / Marketing / General
Pride & Ownership: A Firefighter's Love of the Job,Rick Lasky,PennWell Books,2006,4.5,302,9781593700782,English,Business & Economics / Leadership
Social Media Marketing: Edition 3,Tracy L. Tuten,SAGE,Nov 20| 2017,4.7,448,9781526424549,English,Business & Economics / E-Commerce / Internet Marketing
Forex Patterns and Probabilities,Ed Ponsi,John Wiley & Sons,Dec 29| 2010,4.7,272,9781118044926,English,Business & Economics / Foreign Exchange
Digital Marketing: Strategic Planning & Integration,Annmarie Hanlon,SAGE,Dec 29| 2018,5.0,416,9781526454881,English,Business & Economics / E-Commerce / Internet Marketing
Qualitative Research from Start to Finish| Second Edition: Edition 2,Robert K. Yin,Guilford Publications,Aug 5| 2015,4.5,386,9781462521364,English,Business & Economics / Marketing / Research
Technical Analysis Explained| Fifth Edition: The Successful Investor's Guide to Spotting Investment Trends and Turning Points: Edition 5,Martin J. Pring,McGraw Hill Professional,Jan 13| 2014,4.0,832,9780071826556,English,Business & Economics / General
Netnography: Redefined| Edition 2,Robert V Kozinets,SAGE,Jun 18| 2015,4.0,320,9781473927025,English,Business & Economics / Marketing / Research
Essentials of Entrepreneurship Second Edition: Changing the World| One Idea at a Time,Robert A. Baron,Edward Elgar Publishing,Apr 27| 2018,0.0,384,9781788115896,English,Business & Economics / Entrepreneurship
Principles of Integrated Marketing Communications,Lawrence Ang,Cambridge University Press,Jan 16| 2014,0.0,400,9781107664081,English,Business & Economics / General
The New Wealth Management,Harold Evensky,John Wiley & Sons,Mar 29| 2011,4.0,480,9781118036914,English,Business & Economics / Finance / Wealth Management
Decision Modelling for Health Economic Evaluation,Andrew Briggs,OUP Oxford,Aug 18| 2006,3.7,256,9780191592973,English,Business & Economics / Economics / General
Digital Marketing: Integrating Strategy and Tactics with Values| A Guidebook for Executives| Managers| and Students,Ira Kaufman,Routledge,Oct 17| 2014,3.8,354,9781317999744,English,Business & Economics / General
Contemporary Business| 17th Edition: Edition 17,Louis E. Boone,Wiley Global Education,Nov 16| 2016,0.0,624,9781119335030,English,Business & Economics / General
Welding: Edition 7,Larry Jeffus,Cengage Learning,May 12| 2011,4.9,972,9781133714422,English,Business & Economics / Careers / General
Principles of Marketing for a Digital Age,Tracy L. Tuten,SAGE,Dec 6| 2019,5.0,496,9781526485359,English,Business & Economics / Marketing / General
Information Technology Project Management| 5th Edition: Edition 5,Jack T. Marchewka,Wiley Global Education,Feb 13| 2015,3.7,360,9781118898208,English,Business & Economics / General
Standard & Poor's Fundamentals of Corporate Credit Analysis,Blaise Ganguin,McGraw Hill Professional,Dec 22| 2004,4.0,428,9780071454582,English,Business & Economics / Industries / Financial Services
A Guide to the Project Management Body of Knowledge (PMBOKÂ® Guide)ÂSixth Edition,,Project Management Institute,Sep 6| 2017,3.8,760,9781628253900,English,Business & Economics / Project Management
The Book of Yields: Accuracy in Food Costing and Purchasing| 8th Edition: Accuracy in Food Costing and Purchasing,Francis T. Lynch,Wiley Global Education,Dec 6| 2010,3.9,297,9781118137710,English,Business & Economics / Industries / Hospitality| Travel & Tourism
Strategy and Human Resource Management: Edition 4,Peter Boxall,Macmillan International Higher Education,Nov 6| 2015,4.0,368,9781137407658,English,Business & Economics / Decision-Making & Problem Solving
The Psychology of Thinking: Reasoning| Decision-Making and Problem-Solving,John Paul Minda,SAGE,Sep 11| 2015,0.0,272,9781473933941,English,Business & Economics / Sales & Selling / General
Marketing Strategy: Based on First Principles and Data Analytics,Robert W. Palmatier,Macmillan International Higher Education,Feb 23| 2017,5.0,384,9781137526243,English,Business & Economics / General
Contemporary Business| 16th Edition: Edition 16,Louis E. Boone,Wiley Global Education,Oct 6| 2014,2.3,672,9781119028208,English,Business & Economics / General
Evaluating Training Programs: The Four Levels| Edition 3,Donald Kirkpatrick,Berrett-Koehler Publishers,Jan 1| 2006,0.0,379,9781576757963,English,Business & Economics / Training
Trading Price Action Trends,Al Brooks,John Wiley & Sons,Nov 9| 2011,4.5,480,9781118166253,English,Business & Economics / E-Commerce / Online Trading
Managing Employee Performance and Reward: Concepts| Practices| Strategies| Edition 2,John Shields,Cambridge University Press,Oct 1| 2015,0.0,453,9781316441152,English,Business & Economics / General
Trading Price Action Reversals,Al Brooks,John Wiley & Sons,Dec 27| 2011,4.1,576,9781118172308,English,Business & Economics / General
Trading Price Action Trading Ranges,Al Brooks,John Wiley & Sons,Nov 29| 2011,4.8,624,9781118172339,English,Business & Economics / General
Tourism Management: An Introduction| Edition 2,Clare Inkson,SAGE,Mar 12| 2018,3.0,464,9781526450647,English,Business & Economics / General
Entrepreneurship| 4th Edition: Edition 4,Zacharakis,Wiley Global Education,Nov 18| 2016,2.0,622,9781119298816,English,Business & Economics / Entrepreneurship
Incerto 4-Book Bundle,Nassim Nicholas Taleb,Random House,Jan 26| 2016,5.0,1568,9780812997699,English,Business & Economics / Finance / Financial Risk Management
The Bass Handbook of Leadership: Theory| Research| and Managerial Applications,Bernard M. Bass,Simon and Schuster,Dec 1| 2009,4.0,1296,9781416545781,English,Business & Economics / General
Managing Change| Creativity and Innovation,Patrick Dawson,SAGE,Mar 20| 2017,4.3,664,9781526412799,English,Business & Economics / General
Events Management: Edition 3,Glenn Bowdin,Routledge,May 23| 2012,5.0,740,9781136445118,English,Business & Economics / Industries / Hospitality| Travel & Tourism
Building Winning Algorithmic Trading Systems: A Trader's Journey From Data Mining to Monte Carlo Simulation to Live Trading,Kevin J. Davey,John Wiley & Sons,Jun 11| 2014,4.5,288,9781118778883,English,Business & Economics / Finance / General
The Gamification of Learning and Instruction: Game-based Methods and Strategies for Training and Education,Karl M. Kapp,John Wiley & Sons,Apr 13| 2012,1.0,336,9781118191989,English,Business & Economics / General
Financial Risk Manager Handbook: FRM Part I / Part II| Edition 6,Philippe Jorion,John Wiley & Sons,Dec 28| 2010,4.5,816,9781118017913,English,Business & Economics / Finance / General
Sales Management: Strategy| Process and Practice| Edition 4,Javier Marcos Cuevas,Macmillan International Higher Education,Dec 21| 2015,0.0,328,9781137355126,English,Business & Economics / General
Corporate and Project Finance Modeling: Theory and Practice,Edward Bodmer,John Wiley & Sons,Oct 10| 2014,4.5,624,9781118854457,English,Business & Economics / Finance / General
Healthcare Analytics for Quality and Performance Improvement,Trevor L. Strome,John Wiley & Sons,Oct 2| 2013,0.0,240,9781118760154,English,Business & Economics / Management
Consumer Behaviour,Michael Solomon,Pearson Higher Education AU,Oct 24| 2012,3.0,553,9781442564992,English,Business & Economics / Consumer Behavior
Handbook of Liquefied Natural Gas,Saeid Mokhatab,Gulf Professional Publishing,Oct 15| 2013,4.8,624,9780124046450,English,Business & Economics / Industries / Natural Resource Extraction
Fundamentals of Public Relations and Marketing Communications in Canada,William Wray Carney,University of Alberta,Aug 5| 2015,0.0,536,9781772120622,English,Business & Economics / Business Communication / General
Trades About to Happen,David H. Weis,John Wiley & Sons,Apr 16| 2013,0.0,224,9781118233627,English,Business & Economics / General
Reframing Organizations: Artistry| Choice| and Leadership| Edition 6,Lee G. Bolman,John Wiley & Sons,Jun 16| 2017,4.0,512,9781119281849,English,Business & Economics / Leadership
The Econometrics of Financial Markets,John Y. Campbell,Princeton University Press,Jun 28| 2012,4.5,632,9781400830213,English,Business & Economics / Investments & Securities / General
The Art and Science of Technical Analysis,Adam Grimes,John Wiley & Sons,May 31| 2012,4.3,480,9781118238141,English,Business & Economics / Finance / General
Organisational Behaviour,Stephen Robbins,Pearson Higher Education AU,Aug 20| 2013,4.3,533,9781442561670,English,Business & Economics / General
Homeland Security: An Introduction to Principles and Practice| Third Edition| Edition 3,Charles P. P. Nemeth,CRC Press,Dec 8| 2016,5.0,626,9781498749121,English,Computers / Security / General
Introduction to Emergency Management: Edition 2,Brenda Phillips,CRC Press,Dec 8| 2016,4.0,442,9781315394688,English,Law / Forensic Science
Pride & Ownership: A Firefighter's Love of the Job,Rick Lasky,PennWell Books,2006,4.5,302,9781593700782,English,Business & Economics / Leadership
Principles of Comparative Politics: Edition 3,William Roberts Clark,CQ Press,Feb 23| 2017,0.0,888,9781506318141,English,Political Science / Comparative Politics
The Logic of American Politics: Edition 9,Samuel Kernell,CQ Press,Feb 20| 2019,0.0,800,9781544366623,English,Political Science / American Government / General
Rose's Strategy of Preventive Medicine,Geoffrey Rose,OUP Oxford,Jan 10| 2008,5.0,192,9780191015595,English,Medical / Epidemiology
Nonprofit Organizations: Theory| Management| Policy| Edition 2,Helmut K. Anheier,Routledge,Apr 16| 2014,4.0,580,9781317914501,English,Business & Economics / General
Basic Methods of Policy Analysis and Planning -- Pearson eText: Edition 3,Carl Patton,Routledge,Aug 26| 2015,5.0,480,9781317349990,English,Political Science / General
Report Writing for Law Criminal Justice Professionals,Joseph N. Davis,LawTech Publishing Group,Aug 18| 2017,0.0,304,9781563254864,English,Law / Criminal Law / General
An Introduction to Middle East Politics: Edition 2,Benjamin MacQueen,SAGE,Dec 4| 2017,0.0,392,9781526418227,English,Political Science / General
Masters of War: Classical Strategic Thought| Edition 3,Michael I. Handel,Routledge,Dec 5| 2005,5.0,510,9781135776527,English,History / Military / General
The Psychology of Terrorism: Edition 2,John G. Horgan,Routledge,Jun 16| 2014,4.7,184,9781134701568,English,Political Science / Political Freedom
Multicultural Social Work Practice: A Competency-Based Approach to Diversity and Social Justice| Edition 2,Derald Wing Sue,John Wiley & Sons,Dec 18| 2015,0.0,544,9781119097525,English,Political Science / General
Democratic Policymaking: An Analytic Approach,Charles Barrilleaux,Cambridge University Press,Dec 7| 2016,0.0,507,9781316817674,English,Political Science / American Government / General
Party Politics in America: Edition 17,Marjorie Randon Hershey,Routledge,Feb 17| 2017,0.0,398,9781134836734,English,Political Science / General
Special Providence: American Foreign Policy and How It Changed the World,Walter Russell Mead,Routledge,May 13| 2013,4.7,400,9781136758669,English,Political Science / General
Introduction to International Disaster Management: Edition 3,Damon P. Coppola,Butterworth-Heinemann,Jan 25| 2015,0.0,760,9780128017036,English,Business & Economics / Information Management
Nazi Germany,Jane Caplan,OUP Oxford,Apr 24| 2008,4.5,344,9780191647741,English,History / Europe / General
Australian Social Policy and the Human Services: Edition 2,Ed Carson,Cambridge University Press,May 18| 2017,5.0,451,9781108232203,English,Political Science / Public Policy / Social Services & Welfare
The Fundamentals of Political Science Research: Edition 2,Paul M. Kellstedt,Cambridge University Press,May 20| 2013,0.0,341,9781107245273,English,Political Science / General
An Introduction to Global Studies,Patricia J. Campbell,John Wiley & Sons,Sep 13| 2011,0.0,440,9781444329582,English,Political Science / Globalization
The China Order: Centralia| World Empire| and the Nature of Chinese Power,Fei-Ling Wang,SUNY Press,Aug 7| 2017,0.0,342,9781438467504,English,History / Asia / China
Political Ideologies: Their Origins and Impact| Edition 12,Leon P. Baradat,Routledge,Sep 14| 2016,5.0,378,9781317232285,English,Political Science / General
Designing and Conducting Survey Research: A Comprehensive Guide| Edition 4,Louis M. Rea,John Wiley & Sons,Jul 30| 2014,0.0,352,9781118767023,English,Business & Economics / General
Applying Theory to Generalist Social Work Practice,Carol L. Langer,John Wiley & Sons,Nov 25| 2014,0.0,336,9781118859711,English,Political Science / General
Oxford Handbook of Happiness,Susan David,OUP Oxford,Dec 28| 2012,4.0,1136,9780191650185,English,Philosophy / Mind & Body
The Periplus Maris Erythraei: Text with Introduction| Translation| and Commentary,Lionel Casson,Princeton University Press,May 5| 2012,4.0,344,9781400843206,English,Business & Economics / International / General
Security Studies: An Introduction| Edition 3,Paul D. Williams,Taylor & Francis,Mar 7| 2018,0.0,666,9781351855860,English,Political Science / General
Political Science Research Methods: Edition 9,Janet Buttolph Johnson,CQ Press,Jul 4| 2019,0.0,400,9781544358024,English,Political Science / General
Disaster Planning and Control,William Michael Kramer,Fire Engineering Books,2009,4.0,462,9781593701895,English,Political Science / Public Affairs & Administration
Making Crime Pay: Law and Order in Contemporary American Politics,Katherine Beckett,Oxford University Press,Nov 18| 1999,5.0,167,9780195350470,English,Political Science / History & Theory
The New Public Service: Serving| Not Steering| Edition 4,Janet V. Denhardt,Routledge,Mar 12| 2015,4.0,256,9781317486916,English,Political Science / Public Affairs & Administration
Introduction to Political Theory: Edition 3,John Hoffman,Routledge,Feb 20| 2015,0.0,524,9781317556602,English,Political Science / General
Beyond Ideology: Politics| Principles| and Partisanship in the U. S. Senate,Frances E. Lee,University of Chicago Press,Dec 15| 2009,0.0,264,9780226470771,English,Political Science / American Government / Legislative Branch
Investigating the Social World: The Process and Practice of Research| Edition 9,Russell K. Schutt,SAGE Publications,Jan 3| 2018,0.0,728,9781506361215,English,Political Science / International Relations / General
Fire Department Special Operations,John Norman,Fire Engineering Books,2009,0.0,456,9781593701932,English,Political Science / Public Affairs & Administration
Command and Control of Fires and Emergencies,Vincent Dunn,PennWell Books,1999,0.0,293,9780912212845,English,Political Science / Public Affairs & Administration
Urban Transport in the Developing World: A Handbook of Policy and Practice,Harry T. Dimitriou,Edward Elgar Publishing,Jan 1| 2011,3.5,656,9781849808392,English,Business & Economics / Industries / Transportation
Fire Department Strategic Planning: Creating Future Excellence,Mark Wallace,PennWell Books,2006,2.5,343,9781593700034,English,Business & Economics / Strategic Planning
Effective Fire and Emergency Services Administration,Robert S. Fleming,Fire Engineering Books,Apr 21| 2010,0.0,346,9781593702298,English,Medical / Allied Health Services / Emergency Medical Services
The Constitution of the Roman Republic,Andrew Lintott,OUP Oxford,Apr 1| 1999,4.0,310,9780191584671,English,History / Ancient / General
Introduction to Emergency Management: Edition 4,George Haddow,Butterworth-Heinemann,Oct 12| 2010,4.3,424,9781856179607,English,Business & Economics / Industries / General
Globalization: A Basic Text| Edition 2,George Ritzer,John Wiley & Sons,Nov 19| 2014,4.5,552,9781118687130,English,Political Science / Globalization
Dynamics of Leadership in Public Service: Theory and Practice,Montgomery Van Wart,M.E. Sharpe,2011,0.0,547,9780765629364,English,Business & Economics / Leadership
The Welfare Economics of Public Policy: A Practical Approach to Project and Policy Evaluation,Richard E. Just,Edward Elgar Publishing,Jan 1| 2005,0.0,712,9781845421571,English,Political Science / Public Policy / Economic Policy
Intelligence Analysis: A Target-Centric Approach| Edition 6,Robert M. Clark,CQ Press,Jun 21| 2019,0.0,480,9781544369112,English,Political Science / General
Global Politics: Edition 2,Andrew Heywood,Macmillan International Higher Education,Mar 11| 2014,0.0,616,9781137349279,English,Political Science / General
IR: International| Economic| and Human Security in a Changing World| Edition 3,James M. Scott,CQ Press,Jul 4| 2018,0.0,496,9781506397054,English,Political Science / International Relations / General
Government and Politics of the Contemporary Middle East: Continuity and change| Edition 2,Jacqueline S. Ismael,Routledge,Oct 5| 2015,5.0,600,9781317662822,English,Political Science / General
Institutions and Organizations: Ideas| Interests| and Identities| Edition 4,W. Richard Scott,SAGE Publications,Jul 24| 2013,4.6,360,9781483321912,English,Business & Economics / General
Guilty as Sin,Meghan March,Meghan March LLC,Sep 18| 2018,4.8,250,9781943796175,English,Fiction / Romance / Billionaires
Claimed,Z.L. Arkadie,Z.L. Arkadie Books,Mar 14| 2019,4.8,252,9781942857488,English,Fiction / Romance / Billionaires
Cometh the Hour,Jeffrey Archer,Pan Macmillan,Feb 25| 2016,4.1,400,9781447252238,English,Fiction / Family Life / General
As a Man Thinketh,James Allen,GENERAL PRESS,May 18| 2018,4.4,112,9789387669635,English,Fiction / Classics
Just To Be With You (Seattle Sullivans #3),Bella Andre,Oak Press| LLC,Mar 5| 2014,4.5,400,9781938127397,English,Fiction / Coming of Age
The Evening and the Morning,Ken Follett,Penguin,Sep 15| 2020,4.5,928,9781984882028,English,Fiction / Historical / General
Lies,Aleatha Romig,Romig Works LLC,Dec 4| 2018,4.9,376,9781947189263,English,Fiction / Romance / Billionaires
Love Rosie,Cecelia Ahern,HarperCollins UK,Jan 19| 2009,4.5,576,9780007279708,English,Fiction / Classics
The Only One,Melissa Ellen,Honey Bee Publishing| LLC,Apr 27| 2017,4.5,334,9781733698948,English,Fiction / Romance / Billionaires
Before We Were Yours: The heartbreaking novel that has sold over one million copies,Lisa Wingate,Hachette UK,Nov 30| 2017,4.5,240,9781787473096,English,Fiction / Historical / General
Conqueror: The Complete 5-Book Collection,Conn Iggulden,HarperCollins UK,Mar 28| 2013,4.7,2256,9780007518722,English,Fiction / Anthologies (multiple authors)
Going Down Easy,Carly Phillips,CP Publishing,Jul 19| 2016,4.5,191,9781942288077,English,Fiction / Romance / Billionaires
Baby Yours,Kennedy Fox,Kennedy Fox,May 21| 2019,4.6,305,9781946087171,English,Family & Relationships / Love & Romance
Year One,Nora Roberts,Hachette UK,Dec 5| 2017,4.5,432,9780349414959,English,Fiction / Action & Adventure
The Tea Girl of Hummingbird Lane: A Novel,Lisa See,Simon and Schuster,Mar 21| 2017,4.4,384,9781501154843,English,Fiction / Asian American
Gansett Island Boxed Set Books 4-6,Marie Force,HTJB| Inc.,Mar 24| 2015,4.7,889,9781942295037,English,Fiction / Contemporary Women
Say You Want Me,Corinne Michaels,BAAE Publishing,Oct 31| 2016,4.8,340,9781942834205,English,Fiction / Romance / Contemporary
Summer Lake Romance Boxed Set (Books 4-6),SJ McCoy,Xenion| Inc,Dec 18| 2016,4.8,486,9781946220011,English,Fiction / Romance / Collections & Anthologies
The Mirror and the Light (The Wolf Hall Trilogy| Book 3),Hilary Mantel,HarperCollins UK,Mar 5| 2020,4.8,912,9780007481095,English,Fiction / Cultural Heritage
The Silent Wife: A gripping emotional page turner with a twist that will take your breath away,Kerry Fisher,Bookouture,Feb 24| 2017,4.5,352,9781786811264,English,Fiction / Contemporary Women
The Good Earth,Pearl S. Buck,Open Road Media,Aug 21| 2012,4.6,357,9781453263563,English,Fiction / Classics
Holy Sister (Book of the Ancestor| Book 3),Mark Lawrence,HarperCollins UK,Apr 4| 2019,4.7,352,9780008152413,English,Fiction / Fantasy / Dark Fantasy
Hannah,Chris Keniston,Indie House Publishing,Jul 25| 2017,4.7,167,9781942561194,English,Fiction / Family Life
Ghost Fire,Wilbur Smith,Bonnier Zaffre Ltd.,Sep 5| 2019,4.7,464,9781785769450,English,Fiction / Action & Adventure
The Thorn Birds,Colleen McCullough,Harper Collins,Oct 13| 2009,4.4,704,9780061807091,English,Fiction / Family Life / General
Whispers: A moving saga where the past and present threaten to collide...,Rosie Goodwin,Hachette UK,Nov 10| 2011,4.8,347,9780755383832,English,Fiction / General
Stella| Until You,Danielle Norman,F Squared| LLP,Jan 22| 2019,4.7,286,9780999786109,English,Fiction / Friendship
Sister Of My Heart,Chitra Divakaruni,Random House,Aug 17| 2010,4.2,352,9781409010135,English,Fiction / Asian American
The Queen of the Damned,Anne Rice,Ballantine Books,Nov 17| 2010,4.5,464,9780307575890,English,Fiction / Fantasy / General
The Children of HÃºrin,J. R. R. Tolkien,HarperCollins UK,Apr 20| 2009,4.6,320,9780007322589,English,Fiction / Classics
Shades of Honor,Wendy Lindstrom,Rustic Studio Publishing,Dec 22| 2010,4.3,278,9781939263001,English,Family & Relationships / Death| Grief| Bereavement
Close Remembrance (The Krinar Chronicles: Volume 3),Anna Zaires,Mozaika Publications,Sep 5| 2013,4.2,398,9780988391345,English,Body| Mind & Spirit / Supernatural
Seven Years to Sin,Sylvia Day,Kensington Publishing Corp.,May 1| 2014,4.4,384,9781617735318,English,Fiction / Historical / General
Between Now And Forever: Emotional Second Chance Romance and Mystery,Barbara Freethy,Fog City Publishing| LLC,Jan 14| 2014,4.7,280,9780988662087,English,Fiction / Contemporary Women
The Citadel,A. J. Cronin,Pan Macmillan,Mar 14| 2013,4.5,432,9781447244561,English,Fiction / Classics
Rocky Mountain Haven,Vivian Arend,Arend Publishing Inc.,Feb 16| 2017,4.6,242,9781941456194,English,Fiction / Romance / Contemporary
The Woman in the Wood: A missing teenager. An outcast woman in the woods. And a girl determined to find the truth. From The Sunday Times bestselling author,Lesley Pearse,Penguin UK,Jun 29| 2017,4.8,544,9781405921077,English,Fiction / Family Life / General
The Forgotten Child,Lorhainne Eckhart,Lorhainne Eckhart,Nov 6| 2011,4.4,168,9781928085010,English,Fiction / Contemporary Women
Three Dates,Grahame Claire,Grahame Claire,Nov 2| 2018,4.7,419,9780997472813,English,Fiction / Romance / Action & Adventure
Melting Into You (A Small Town Single Dad Romance),Tracey Alvarez,Icon Publishing Limited,Jun 16| 2014,4.6,306,9780473285944,English,Drama / General
Hearts on Fire,Julia Gabriel,Serif Books,Jun 26| 2017,4.7,292,9780999654835,English,Fiction / Family Life / General
The Most Dangerous Duke in London,Madeline Hunter,Zebra Books,May 30| 2017,4.4,304,9781420143911,English,Fiction / Historical / General
If It's Only Love,Lexi Ryan,Lexi Ryan,Sep 10| 2019,4.8,414,9781940832111,English,Fiction / Romance / Contemporary
Sword of the Gods: Agents of Ki,Anna Erishkigal,Seraphim Press,May 5| 2014,4.7,826,9780985489663,English,Body| Mind & Spirit / Angels & Spirit Guides
Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik,Penguin UK,Aug 16| 2010,4.4,372,9788184751697,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Hard Work Never Fails,Mukesh Ravichandran,MPS Publishers,Jul 1| 2020,3.9,30,Original pages,Comics & Graphic Novels / General,Comics & Graphic Novels / Manga / Children's Books & Fairy Tales
Norse Mythology,Neil Gaiman,Bloomsbury Publishing,Feb 7| 2017,4.5,256,9781408887028,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
The Fellowship of the Ring (The Lord of the Rings| Book 1),J. R. R. Tolkien,HarperCollins UK,Apr 20| 2009,4.6,448,9780007322497,English,Fiction / Classics
Circe: The International No. 1 Bestseller - Shortlisted for the Women's Prize for Fiction 2019,Madeline Miller,Bloomsbury Publishing,Apr 19| 2018,4.7,352,9781408890066,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
A Court of Mist and Fury: The #1 bestselling series,Sarah J. Maas,Bloomsbury Publishing,May 3| 2016,4.8,432,9781408857892,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Asura : Tale of the Vanquished: The Story of Ravana and His People,Anand Neelakantan,One Point Six Technology Pvt Ltd,Apr 12| 2012,4.1,504,9789381576052,English,Fiction / Alternative History
The Dragonbone Chair,Tad Williams,Penguin,Mar 1| 2005,4.7,800,9781101160770,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Mythos: The Greek Myths Retold,Stephen Fry,Penguin UK,Nov 2| 2017,4.7,464,9781405934169,English,Body| Mind & Spirit / Mysticism
City of Wishes: The Complete Cinderella Story,Rachel Morgan,Rachel Morgan,Aug 20| 2019,4.8,486,9781928510123,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Royal Assassin (The Farseer Trilogy| Book 2),Robin Hobb,HarperCollins UK,Sep 1| 2011,4.4,656,9780007383443,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Mahabharat,Madhav Kanitkar,Diamond Publications,Jul 1| 2008,4.1,670,9788184830996,Marathi,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Ramayan: India's Classic Story of Divine Love,P. R. Mitchell,iUniverse,Feb 5| 2009,4.3,260,9780595616398,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Sampurna Katha Ramayan,V K Phadke,Diamond Publications,Jun 1| 2012,4.0,246,9788184834345,Marathi,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Uprooted,Naomi Novik,Pan Macmillan,May 21| 2015,4.2,400,9781447294153,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Gates Of Fire: One of historyÂs most epic battles is brought to life in this enthralling and moving novel,Steven Pressfield,Random House,Feb 23| 2010,4.6,528,9781407066592,English,Fiction / Action & Adventure
God of War II,Robert E. Vardeman,Del Rey,Feb 12| 2013,4.1,368,9780345524751,English,Fiction / Action & Adventure
Witches,Ednah Walters,Firetrail Publishing,Mar 17| 2015,4.9,360,9780991251742,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Excalibur,Bernard Cornwell,Penguin UK,Nov 1| 2007,4.7,496,9780141929743,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
The Thirteenth Tale,Diane Setterfield,Hachette UK,Dec 8| 2011,4.2,480,9781409139058,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
1Q84: Books 1 and 2,Haruki Murakami,Random House,Oct 18| 2011,4.4,816,9781446484197,English,Fiction / Cultural Heritage
Devi Bhagwat Puran,Dr.Vinay,Diamond Pocket Books Pvt Ltd,Dec 28| 2016,4.2,144,9789352617548,Hindi,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
The Grey Bastards,Jonathan French,Hachette UK,Jun 19| 2018,4.5,464,9780356511634,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Arjun: Without A Doubt,Dr.Shinde Sweety,One Point Six Technology Pvt Ltd,Jan 28| 2015,4.8,316,9789381836972,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
The Ramayana : A Modern Translation,Ramesh Menon,Harper Collins,Jul 2| 2010,4.6,912,9789350292792,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Beauty and the Professor,Skye Warren,Book Beautiful,Apr 23| 2019,4.2,300,9781940518985,English,Family & Relationships / Love & Romance
Sister Of My Heart,Chitra Divakaruni,Random House,Aug 17| 2010,4.2,352,9781409010135,English,Fiction / Asian American
